Subject Abbreviation,Subject Name,Course Number,Course Name,Pinned
HIST,History,46603,Rebellion-Reconstruction,No
HIST,History,43803,Am Civil Rights,No
HIST,History,33803,Arkansas & The Southwest,No
HIST,History,30003,History Of Christianity,No
HIST,History,35803,"U S And Vietnam,1945-1975",No
HIST,History,36903,Europe In The 20Th Century,No
HIST,History,31903,Modern Caribbean,No
HIST,History,32303,African American To 1877,No
HIST,History,20003,Hist Amer People To 1877,No
HIST,History,43403,Golden Age Iberia,No
HIST,History,42003,History Of The Holocaust,No
HIST,History,35303,World War Ii,No
HIST,History,32503,Hist Of Sub-Saharan Africa,No
HIST,History,11193,Inst & Ideas World Civ I,No
HIST,History,11293,Inst & Ideas World Civ Ii,No
HIST,History,32103,Modern Latin America,No
HIST,History,111H3,Honors Inst & Ideas World Civ,No
HIST,History,35203,Modern China,No
HIST,History,40703,Renaissance/Reform 1300-1600,No
HIST,History,48903,History Seminar,No
HIST,History,42603,Modern Africa,No
HIST,History,45803,Arkansas In The Nation,No
HIST,History,32003,Colonial Latin America,No
HIST,History,392H3,Honors Colloquium,No
HIST,History,42203,France Since 1815,No
HIST,History,30703,"Women And Gender In Latin American History  (Even Years, Fa)",No
HIST,History,47403,Cold War In Latin America,No
HIST,History,40803,Early Modern Europe 1600-1800,No
HIST,History,46103,Colonial America 1600-1763,No
HIST,History,35503,Russia Since 1861,No
HIST,History,30303,Islamic Civilization,No
HIST,History,38803,Modern Italy And The World,No
HIST,History,3980V,Special Topics,No
HIST,History,49503,The Global 1860S,No
HIST,History,46503,Antebellum America,No
HIST,History,71003,Rdng Seminar In Amer Hist,No
HIST,History,69503,The Global 1860S,No
HIST,History,7000V,Doctoral Dissertation,No
HIST,History,71203,Rsch Smnr In Hist,No
HIST,History,63403,Golden Age Iberia,No
HIST,History,44103,New Women In Middle East,No
HIST,History,47303,Recent America 1941-Present,No
HIST,History,56603,Rebellion-Reconstruction,No
HIST,History,10001,Perspectives In History,No
HIST,History,49001,Applying History,No
HIST,History,67303,Recent America 1941-Present,No
HIST,History,33603,"The Atlantic World, 1400-1850",No
HIST,History,67403,Cold War In Latin America,No
HIST,History,65103,New Women In Middle East,No
HIST,History,498HV,Honors History Thesis,No
HIST,History,5070V,Readings In American Hist,No
HIST,History,100H1,Hon Perspectives In History,No
HIST,History,53903,"Islamic Empires, 1300-1750",No
HIST,History,39703,Historical Methods,No
HIST,History,397H3,Honors Historical Methods,No
HIST,History,62203,France Since 1815,No
HIST,History,4060V,Independent Study,No
HIST,History,43903,"Islamic Empires, 1300-1750",No
HIST,History,489H3,Honors History Seminar,No
HIST,History,6009V,Master'S Thesis,No
HIST,History,5060V,Readings In European Hist,No
HIST,History,5060V,Readings In European History,No
HIST,History,71303,Rdg Smnr In European Hist,No
HIST,History,5070V,Readings In American History,No
HIST,History,4910V,Internship In History,No
HIST,History,490H1,Honors Applying History,No
HIST,History,4980V,History Thesis,No
HNRS,Honors Program,300H1,Hnrs College Forum,No
HNRS,Honors Program,301H1,Hnrs Retro Readings,No
HNRS,Honors Program,401H3,Hnrs Signature Seminar,No
HNRS,Honors Program,390H1,Honors Med School,No
HNRS,Honors Program,391H1,Honors Law School,No
HNRS,Honors Program,350H1,Hnrs Trajectory Exploration,No
HNRS,Honors Program,351HV,Honors College Advanced Special Topics,No
HNRS,Honors Program,402HV,Honors College Research,No
HORT,Horticulture,11003,"Plants, People And You",No
HORT,Horticulture,21001,Hort Career Development,No
HORT,Horticulture,45003,Sustainable Nursery Production,No
HORT,Horticulture,44103,Horticulture Physiology,No
HORT,Horticulture,46003,Landscape Planning,No
HORT,Horticulture,20003,Principles Of Horticulture,No
HORT,Horticulture,4010V,"Special Topics In Horticulture, Turf Or Landscape",No
HORT,Horticulture,4010V,Spl Topics In Hort/Turf/Land,No
HORT,Horticulture,49903,Global Horticulture And Human Nutrition To Enhance Community Resilience And Food Security,No
HORT,Horticulture,44003,Plant Propagation,No
HORT,Horticulture,440H3,Honors Plant Propagation,No
HORT,Horticulture,7000V,Doctoral Dissertation,No
HORT,Horticulture,50403,Advanced Plant Breeding,No
HORT,Horticulture,4020V,Horticulture Judging And Competition Activity,No
HORT,Horticulture,59903,Global Horticulture And Human Nutrition To Enhance Community Resilience And Food Security,No
HORT,Horticulture,5010V,Spl Topics In Hort/Turf/Land,No
HORT,Horticulture,49004,Golf And Sports Turf Mgmt,No
HORT,Horticulture,54003,Plant Propagation,No
HORT,Horticulture,4000V,Special Problems,No
HORT,Horticulture,6020V,Special Topics In Horticulture,No
HORT,Horticulture,59004,Golf And Sports Turf Management,No
HORT,Horticulture,4620V,"Horticulture, Landscape, Turf Sciences Internship Experience",No
HOSP,Hospitality Management,36703,Event Safety & Venue Mgmt.,No
HOSP,Hospitality Management,33001,Hosp Pre-Internship,No
HOSP,Hospitality Management,46503,Global Travel & Tourism Mgmt,No
HOSP,Hospitality Management,46403,Special Events Management,No
HOSP,Hospitality Management,46603,Hospitality Mgmt Capstone,No
HOSP,Hospitality Management,36503,"Hospitality, Dietetic Management And Human Resources",No
HOSP,Hospitality Management,26003,Purchasing & Cost Control,No
HOSP,Hospitality Management,26303,Lodging Property Mgmt,No
HOSP,Hospitality Management,16003,Intro To Hospitality Mgmt,No
HOSP,Hospitality Management,26503,Intro To Hospitality Finance,No
HOSP,Hospitality Management,26101,Foodservice Sanitation,No
HOSP,Hospitality Management,46033,Culture And Cuisines,No
HOSP,Hospitality Management,46002,Culture And Cuisines Practicum,No
HOSP,Hospitality Management,26403,Intro Casino Mgmt,No
HOSP,Hospitality Management,46903,Hospitality Mgmt Intern,No
HRDE,Human Resource and Workforce Development,53103,Facilitating Learn In Wkplace,No
HRDE,Human Resource and Workforce Development,51203,Career Transitions,No
HRDE,Human Resource and Workforce Development,32203,Managing Hrd Programs,No
HRDE,Human Resource and Workforce Development,31303,Writing Hrd Professionals,No
HRDE,Human Resource and Workforce Development,42303,Hrd Legal And Ethical Issues,No
HRDE,Human Resource and Workforce Development,41203,Strategic Hrd,No
HRDE,Human Resource and Workforce Development,52103,Organization  Analysis,No
HRDE,Human Resource and Workforce Development,66403,History Of Hrd,No
HRDE,Human Resource and Workforce Development,63103,Proj & Prog Evaluation,No
HRDE,Human Resource and Workforce Development,51103,Foundations Of Hrde,No
HRDE,Human Resource and Workforce Development,31103,Foundations Of Hrd,No
HRDE,Human Resource and Workforce Development,33203,Designing And Developing,No
HRDE,Human Resource and Workforce Development,43303,Hrd Capstone,No
HRDE,Human Resource and Workforce Development,43103,Hrd Program And Prod Eval,No
HRDE,Human Resource and Workforce Development,52303,"Hrd Emp, Legal & Ethical",No
HRDE,Human Resource and Workforce Development,63203,Qual Research Des & Analysis,No
HRDE,Human Resource and Workforce Development,7000V,Doctoral Dissertation,No
HRDE,Human Resource and Workforce Development,63403,Human Resource Development Dissertation Seminar,No
HUMN,Humanities,112H4,Hnrs Equilibrium Cultures,No
HUMN,Humanities,22103,Intro To World Religions,No
HUMN,Humanities,4250V,Colloquium,No
HUMN,Humanities,392H3,Honors Colloquium,No
IARD,Interior Architecture and Design,48405,Design Viii,No
IARD,Interior Architecture and Design,38403,Lighting Systems,No
IARD,Interior Architecture and Design,28803,History Of Interior Arch Dsgn,No
IARD,Interior Architecture and Design,48103,Human Fac For Design,No
IARD,Interior Architecture and Design,28104,Design Iv,No
IARD,Interior Architecture and Design,38105,Design Vi,No
IARD,Interior Architecture and Design,40203,Interior Architecture And Design Advanced Studies,No
IARD,Interior Architecture and Design,481H3,Hon Human Factors Design,No
IARD,Interior Architecture and Design,48301,Internship For Int Arch Design,No
IARD,Interior Architecture and Design,384H3,Honors Lighting Systems,No
IARD,Interior Architecture and Design,4650V,Special Topics,No
IARD,Interior Architecture and Design,288H3,Hon History Of Interior Design,No
IARD,Interior Architecture and Design,10405,Fundamental Design Method,No
IARD,Interior Architecture and Design,48405,Interior Architecture And Design Studio Viii,No
IDST,Interdisciplinary Studies,20003,Intro Interdisciplinary Study,No
IDST,Interdisciplinary Studies,40103,Senior Capstone,No
INEG,Industrial Engineering,21003,Intro To Industrial Engr,No
INEG,Industrial Engineering,33103,Engr Probability & Statistics,No
INEG,Industrial Engineering,24103,Engineer Econ Analysis,No
INEG,Industrial Engineering,22203,Computing Methods For Ie Ii,No
INEG,Industrial Engineering,26103,Intro To Operations Research,No
INEG,Industrial Engineering,35403,Facility Logistics,No
INEG,Industrial Engineering,44503,Productivity Improvement,No
INEG,Industrial Engineering,34403,Project Management,No
INEG,Industrial Engineering,23203,Prob & Stochastic Proc For Ie,No
INEG,Industrial Engineering,49204,Ie Capstone Experience Ii,No
INEG,Industrial Engineering,43203,Quality Engr & Management,No
INEG,Industrial Engineering,22104,Computing Methods For Ie I,No
INEG,Industrial Engineering,23104,Statistics For Ie I,No
INEG,Industrial Engineering,38303,Intro Database For Ie,No
INEG,Industrial Engineering,35303,Transportation Logistics,No
INEG,Industrial Engineering,33303,Statistics For Ie Ii,No
INEG,Industrial Engineering,54403,Decision Models,No
INEG,Industrial Engineering,58103,Intro To Simulation,No
INEG,Industrial Engineering,53203,Engr Apps Of Stochastic Proc,No
INEG,Industrial Engineering,231H4,Honors Statistics For Ie I,No
INEG,Industrial Engineering,35503,Production Plan & Control,No
INEG,Industrial Engineering,37104,Work Methods And Ergonomics,No
INEG,Industrial Engineering,54303,Cost Estimation Models,No
INEG,Industrial Engineering,55303,Opt In Trans Logistics,No
INEG,Industrial Engineering,41403,Data Mining,No
INEG,Industrial Engineering,5130V,Masters Resrch Project,No
INEG,Industrial Engineering,53103,Eng Apps Of Probability Theory,No
INEG,Industrial Engineering,36204,Simulation,No
INEG,Industrial Engineering,5140V,Spec Topics In Indus Engr,No
INEG,Industrial Engineering,61103,Linear Optimization,No
INEG,Industrial Engineering,344H3,Honors Project Management,No
INEG,Industrial Engineering,6000V,Master'S Thesis,No
INEG,Industrial Engineering,63203,Adv Stochastic Processes,No
INEG,Industrial Engineering,7000V,Doctoral Dissertation,No
INEG,Industrial Engineering,400HV,Honors Thesis,No
INEG,Industrial Engineering,53303,Design Of Industr Experiments,No
INEG,Industrial Engineering,68203,Systems Simulation Ii,No
INST,International & Global Studies,48903,Int Negotiation Mediation,No
INST,International & Global Studies,49103,International Studies Seminar,No
INST,International & Global Studies,40003,Special Topics Intl Studies,No
INST,International & Global Studies,20103,Introduction To International And Global Studies,No
INST,International & Global Studies,46003,Peace Studies,No
INST,International & Global Studies,211H4,Hnrs Global Social Change,No
INST,International & Global Studies,38003,International Organization,No
INST,International & Global Studies,491H3,Hon International Studies Sem,No
INST,International & Global Studies,399HV,Honors Thesis,No
INST,International & Global Studies,4930V,Global Changemakers,No
INST,International & Global Studies,3000V,Internship In Intl Studies,No
ISYS,Information Systems,42903,Business Intelligence,No
ISYS,Information Systems,42303,Seminar In Erp Development,No
ISYS,Information Systems,42203,Erp Config & Implementation,No
ISYS,Information Systems,42803,Business Database Systems,No
ISYS,Information Systems,41903,Business Analytics,No
ISYS,Information Systems,43903,Applied Business Analytics,No
ISYS,Information Systems,21003,Business Information Systems,No
ISYS,Information Systems,43603,Bus Project Development,No
ISYS,Information Systems,11203,Business Appl Knowledge,No
ISYS,Information Systems,40403,Cyber Crime Data Privacy Law,No
ISYS,Information Systems,42103,Erp Fundamentals,No
ISYS,Information Systems,43103,Ai And Tech Ethics,No
ISYS,Information Systems,33903,Business Appl Development,No
ISYS,Information Systems,32903,Systems Analysis & Design,No
ISYS,Information Systems,22603,Prin Of Information Systems,No
ISYS,Information Systems,40103,Principles Data/Cybersecurity,No
ISYS,Information Systems,20303,Foundations Of Business Analytics,No
ISYS,Information Systems,210H3,Hon Business Info Systems,No
ISYS,Information Systems,32703,Cryptocurrency,No
ISYS,Information Systems,41703,Blockchain Fundamentals,No
ISYS,Information Systems,40203,Network Data Security,No
ISYS,Information Systems,43203,Infrastruc And Digital Innov,No
ISYS,Information Systems,58403,Business Intel/Knowledge Mgmt,No
ISYS,Information Systems,58303,Data Management Systems,No
ISYS,Information Systems,63803,Critical Thinking In Research,No
ISYS,Information Systems,6010V,Graduate Colloquium,No
ISYS,Information Systems,67503,Mgmt Of Knowledge And Isys,No
ISYS,Information Systems,6360V,Special Problems,No
ISYS,Information Systems,7000V,Doctoral Dissertation,No
ISYS,Information Systems,53103,Foundations Of Digital Innovation,No
ISYS,Information Systems,5990V,Practicum,No
ISYS,Information Systems,57203,Adv Multivariate Analysis,No
ISYS,Information Systems,53403,Adaptive Cloud Infrastructure And Services,No
ISYS,Information Systems,53403,Adaptive Cloud Infrastructure,No
ISYS,Information Systems,52303,Seminar In Erp Development,No
ISYS,Information Systems,59403,Mgmt Of It Seminar,No
ISYS,Information Systems,5350V,Internship Experience,No
ISYS,Information Systems,59403,Management Of Information Technology Seminar,No
ISYS,Information Systems,5990V,Practicum Seminar,No
ISYS,Information Systems,4500V,Independent Study,No
ISYS,Information Systems,5160V,Independent Study,No
ITAL,Italian,10203,Elementary Italian Ii,No
ITAL,Italian,10103,Elementary Italian I,No
ITAL,Italian,30303,Italian Conversation,No
ITAL,Italian,31103,Intro To Literature,No
ITAL,Italian,29303,To Rome With Love,No
ITAL,Italian,39803,Special Studies,No
ITAL,Italian,31003,Italian Cinema,No
ITAL,Italian,40303,Adv Italian Conversation,No
ITAL,Italian,20203,Intermediate Italian Ii,No
ITAL,Italian,11103,Ital For Romance Lang Speak I,No
ITAL,Italian,20103,Intermediate Italian I,No
ITAL,Italian,40203,Contemporary Images Of And From Rome,No
ITAL,Italian,4750V,Special Investigations,No
JAPN,Japanese,30303,Adv Japanese Conversation,No
JAPN,Japanese,43303,Prof Japanese I: Bus Writing,No
JAPN,Japanese,433H3,Hnrs Bus Wtg In Japanese,No
JAPN,Japanese,10203,Elementary Japanese Ii,No
JAPN,Japanese,202H3,Honors Interm Japanese Ii,No
JAPN,Japanese,11106,Intensive Elem Japanese,No
JAPN,Japanese,20203,Intermediate Japanese Ii,No
JAPN,Japanese,39803,Special Studies,No
JAPN,Japanese,11106,Intensive Elementary Japanese,No
JOUR,Journalism,49801,Jour Writing Requirement,No
JOUR,Journalism,32703,Afr Am In Documentary Film,No
JOUR,Journalism,30403,Performer In Mass Media,No
JOUR,Journalism,36603,Media Law,No
JOUR,Journalism,20003,Storytelling For Today'S Media,No
JOUR,Journalism,43303,Ethics In Journalism,No
JOUR,Journalism,40703,Social Media And Journalism,No
JOUR,Journalism,30003,Sports Media And Society,No
JOUR,Journalism,10203,Media And Society,No
JOUR,Journalism,20603,Media Graphics & Technology,No
JOUR,Journalism,23303,Photojournalism I,No
JOUR,Journalism,4430V,Event Promo And Execution,No
JOUR,Journalism,20503,Multimedia Journalism,No
JOUR,Journalism,31603,Sports Journalism,No
JOUR,Journalism,24503,Sports Tv Production I,No
JOUR,Journalism,30733,Foundations For Video News,No
JOUR,Journalism,48803,Adv. Multimedia Storytelling,No
JOUR,Journalism,10303,Media Writing,No
JOUR,Journalism,10003,Journalistic Writing Skills,No
JOUR,Journalism,31203,Enterprise Journalism,No
JOUR,Journalism,20333,Video Production,No
JOUR,Journalism,45003,Magazine Writing,No
JOUR,Journalism,11000,Gsp Requirement,No
JOUR,Journalism,40303,Advanced Radio News Reporting And Podcasting,No
JOUR,Journalism,20103,News Reporting I,No
JOUR,Journalism,498HV,Hnrs Journalism Writing Rqment,No
JOUR,Journalism,40303,Adv Radio Reporting/Podcasting,No
JOUR,Journalism,40403,Government And The Media,No
JOUR,Journalism,392H3,Honors Colloquium,No
JOUR,Journalism,40603,Computer Assisted Publ,No
JOUR,Journalism,32603,African Americans In Film,No
JOUR,Journalism,51603,Computer Assisted Publ,No
JOUR,Journalism,51903,Professional Jour Seminar,No
JOUR,Journalism,6000V,Master'S Thesis,No
JOUR,Journalism,4020V,Internship In Journalism,No
JOUR,Journalism,20603,Media Graphics And Technology,No
JOUR,Journalism,48903,Tv News Producing,No
JOUR,Journalism,54603,Campaigns,No
JOUR,Journalism,51003,Crisis Public Relations,No
JOUR,Journalism,48603,Tv News Reporting I,No
JOUR,Journalism,50403,Research Methods In Journalism,No
JOUR,Journalism,55003,Magazine Writing,No
JOUR,Journalism,53203,Documentary Production I,No
JOUR,Journalism,4050V,Specialized Journalism Seminar,No
JOUR,Journalism,48703,Tv News Reporting Ii,No
JOUR,Journalism,4010V,Adv Journalistic Practices,No
JOUR,Journalism,5080V,Graduate Journalism Internship,No
KINS,Kinesiology,5890V,Independent Research,No
KINS,Kinesiology,6000V,Master'S Thesis,No
KINS,Kinesiology,6050V,Independent Study,No
LALS,Latin American and Latino Studies,32703,"Belonging, Citizenship, & Immi",No
LALS,Latin American and Latino Studies,20103,Introduction To Latin American And Latino Studies,No
LALS,Latin American and Latino Studies,20103,Latin American/Latino Studies,No
LALS,Latin American and Latino Studies,32003,Colonial Latin America,No
LALS,Latin American and Latino Studies,30103,Special Topics Lat Am Latino,No
LALS,Latin American and Latino Studies,47403,Cold War In Latin America,No
LALS,Latin American and Latino Studies,40003,Latin American Studies Colloquium,No
LALS,Latin American and Latino Studies,40003,Latin Amer Studies Collq,No
LALS,Latin American and Latino Studies,30103,Special Topics In Latin American And Latino Studies,No
LALS,Latin American and Latino Studies,31903,The Making Of The Modern Caribbean,No
LARC,Landscape Architecture,54903,Environmental Land Use,No
LARC,Landscape Architecture,100H3,Hon The American Landscape,No
LARC,Landscape Architecture,10003,The American Landscape,No
LARC,Landscape Architecture,13205,Fundamental Design Method,No
LARC,Landscape Architecture,33705,Larc Design Vii,No
LARC,Landscape Architecture,33901,Advocacy And Theory Module,No
LARC,Landscape Architecture,29104,Plant Communities,No
LARC,Landscape Architecture,44103,History Of Land Arch Ii,No
LARC,Landscape Architecture,3030V,Special Projects,No
LARC,Landscape Architecture,50503,Historic Land Preservation,No
LARC,Landscape Architecture,43201,Advocacy And Theory Module,No
LARC,Landscape Architecture,43905,Larc Design Ix,No
LARC,Landscape Architecture,37204,Landscape Arch Construction Ii,No
LARC,Landscape Architecture,441H3,Hnrs Hist Land Arch Ii,No
LARC,Landscape Architecture,23601,Advocacy And Theory Module,No
LARC,Landscape Architecture,23405,Landscape Arch Design Iv,No
LARC,Landscape Architecture,549H3,Honors Environmental Land Use Planning,No
LARC,Landscape Architecture,4020V,Special Studies,No
LATN,Latin,10203,Elementary Latin Ii,No
LATN,Latin,20203,Catullus,No
LATN,Latin,4750V,Special Investigations,No
LAWW,Law,5810V,Regulation Of Cryptotransactions,No
LAWW,Law,5000V,Special Topics,No
LAWW,Law,6480V,Special Topics (Skills),No
LAWW,Law,64003,Land Use,No
LAWW,Law,77703,Water Law,No
LAWW,Law,4060V,Upper Level Writing,No
LAWW,Law,50703,Family Law,No
LAWW,Law,6450V,American Legal History,No
LAWW,Law,52103,Business And Transactional Skills,No
LAWW,Law,62602,Estate Planning,No
LAWW,Law,54501,Environmental Torts,No
LAWW,Law,66303,Crim Pro: Adjudication,No
LAWW,Law,56902,Rule Of Law Colloquium,No
LAWW,Law,51303,Real Estate Transactions,No
LAWW,Law,62503,Fed Income Tax Of Bus Ent,No
LAWW,Law,5480V,Privacy Law,No
LAWW,Law,50103,Professional Responsibility,No
LAWW,Law,7040V,Federal Regulation Of Food Labeling And Safety,No
LAWW,Law,62003,Trial Advocacy,No
LAWW,Law,7650V,Intellectual Property Issues In The Food And Agricultural Sector,No
LAWW,Law,54103,Natural Resources Law,No
LAWW,Law,56202,Essential Legal Research,No
LAWW,Law,60903,Evidence,No
LAWW,Law,69403,Public International Law,No
LAWW,Law,7650V,Ip Issues In Food & Agri,No
LAWW,Law,7040V,Fed Regs Of Food Label & Safe,No
LAWW,Law,68202,Patent Law,No
LAWW,Law,5500V,"Wills, Trusts, And Estates",No
LAWW,Law,70701,Agricultural Cooperatives And Local Food Systems,No
LAWW,Law,73102,Agricultural Perspectives,No
LAWW,Law,7270V,Food Safety Litigation,No
LAWW,Law,75801,Legal Issues In Land Tenure,No
LAWW,Law,7080V,Selected Issues In Agricultural And Food Law,No
LAWW,Law,7850V,Fed Nutrition Law & Policy,No
LAWW,Law,7700V,Adv Writing In Agri & Food Law,No
LAWW,Law,51104,Constitutional Law,No
LAWW,Law,40204,Contracts,No
LAWW,Law,40704,Criminal Law,No
LAWW,Law,41103,Legal Research & Writing Ii,No
LAWW,Law,63604,Legal Clinic: Immigration,No
LAWW,Law,69204,Legal Clinic:Civil Litig & Adv,No
LAWW,Law,6760V,Capstone Externship,No
LAWW,Law,6860V,Corp Counsel Externships,No
LAWW,Law,6830V,Crim Prosecution Externship,No
LAWW,Law,6730V,Criminal Defense Externship,No
LAWW,Law,6600V,Government Externship,No
LAWW,Law,6710V,Judicial Externship,No
LAWW,Law,6540V,Public Interest Externship,No
LAWW,Law,6020V,Independent Legal Research,No
LAWW,Law,7710V,Indep Res In Agri & Food Law,No
LAWW,Law,7620V,Legal Issues:  Indigenous Food And Agriculture,No
LAWW,Law,6160V,Law Review Credit,No
LAWW,Law,6180V,Jrnl Of Food Law/Policy Credit,No
LAWW,Law,6110V,Interschool Comp Team,No
LAWW,Law,6143V,Board Of Advocates Credit,No
MATH,Math,26103,Discrete Mathematics,No
MATH,Math,21003,Principles Of Statistics,No
MATH,Math,31003,Combinatorics,No
MATH,Math,21803,Mathematical Reasoning,No
MATH,Math,25804,Elem Diff Equations,No
MATH,Math,26004,Calculus Iii,No
MATH,Math,30803,Linear Algebra,No
MATH,Math,24004,Calculus I,No
MATH,Math,22003,Survey Of Calculus,No
MATH,Math,25004,Calculus Ii,No
MATH,Math,22203,Survey Of Math Struct Ii,No
MATH,Math,12003,Plane Trigonometry,No
MATH,Math,45103,Advanced Calculus I,No
MATH,Math,20503,Finite Mathematics,No
MATH,Math,49303,Mathematics Major Seminar,No
MATH,Math,31103,Intro Abstract Algebra I,No
MATH,Math,44203,Intro Partial Diff Equation,No
MATH,Math,11103,Quantitative Reasoning,No
MATH,Math,1101,Quantitative Reasoning Lab,No
MATH,Math,11003,College Algebra,No
MATH,Math,202,College Algebra Lab Ii,No
MATH,Math,28003,Transition To Adv Math,No
MATH,Math,28001,Transition Lab,No
MATH,Math,13004,Precalculus Mathematics,No
MATH,Math,22103,Survey Of Math Struct I,No
MATH,Math,101,College Algebra Lab I,No
MATH,Math,45203,Advanced Calculus Ii,No
MATH,Math,43503,Numerical Linear Algebra,No
MATH,Math,31303,History Of Mathematics,No
MATH,Math,30903,Abstract Linear Algebra,No
MATH,Math,399HV,Honors Mathematics Course,No
MATH,Math,30103,Intro To Probability,No
MATH,Math,4990V,Topics In Mathematics,No
MATH,Math,41103,Intro Abstract Algebra Ii,No
MATH,Math,43403,Scientific Computing,No
MATH,Math,51303,Algebra Ii,No
MATH,Math,55103,Real Variables Ii,No
MATH,Math,5100V,Mathematics Seminar,No
MATH,Math,57303,Differential Topology Ii,No
MATH,Math,6190V,Topics In Algebra,No
MATH,Math,53903,Numerical Linear Algebra,No
MATH,Math,52203,Advanced Calculus Ii,No
MATH,Math,55303,Thry Funct Complex Var Ii,No
MATH,Math,258H4,Honors Elem Diff Eqns,No
MATH,Math,250H4,Honors Calculus Ii,No
MATH,Math,24005,Calculus I With Review,No
MATH,Math,54203,Intro Partial Diff Equation,No
MATH,Math,47003,Intro To Pt-Set Topology,No
MATH,Math,260H4,Honors Calculus Iii,No
MATH,Math,7000V,Doctoral Dissertation,No
MATH,Math,11103,Quantitative Reasoning (Acts Equivalency = Math 1113),No
MATH,Math,6590V,Topics In Analysis,No
MATH,Math,6100V,Directed Readings,No
MATH,Math,51103,Intro Abstract Algebra Ii,No
MATH,Math,4990V,Research Topics In Mathematics,No
MATH,Math,5990V,Topics In Mathematics,No
MATH,Math,4980V,Senior Thesis,No
MATH,Math,5990V,Research Topics In Mathematics,No
MATH,Math,28003,Transition To Advanced Mathematics,No
MATH,Math,58003,Intro To Pt-Set Topology,No
MATH,Math,25804,Elementary Differential Equations,No
MATH,Math,4000V,Directed Readings,No
MEDH,Medical Humanities,32203,Topics In Medical Humanities,No
MEEG,Mechanical Engineering,41902,Creative Project Desgn Ii,No
MEEG,Mechanical Engineering,31103,Fundamentals Of Vibrations,No
MEEG,Mechanical Engineering,44103,Heat Transfer,No
MEEG,Mechanical Engineering,44203,Power Generation,No
MEEG,Mechanical Engineering,32203,Intro To Mechatronics,No
MEEG,Mechanical Engineering,41302,Professional Engr Practices,No
MEEG,Mechanical Engineering,41802,Creative Project Design I,No
MEEG,Mechanical Engineering,42002,Mechanical Engr Lab Iii,No
MEEG,Mechanical Engineering,32102,Mechanical Engr Lab Ii,No
MEEG,Mechanical Engineering,44803,Thermal Sys Anlys/Design,No
MEEG,Mechanical Engineering,41003,Machine Element Design,No
MEEG,Mechanical Engineering,44303,Aerospace Propulsion,No
MEEG,Mechanical Engineering,24003,Thermodynamics,No
MEEG,Mechanical Engineering,20103,Dynamics,No
MEEG,Mechanical Engineering,46303,Additive Manufacturing,No
MEEG,Mechanical Engineering,21003,Mech Design And Manufacturing,No
MEEG,Mechanical Engineering,27003,Comp Meth Mech Engr,No
MEEG,Mechanical Engineering,32002,Mechanical Engr Lab I,No
MEEG,Mechanical Engineering,35003,Mechanics Of Fluids,No
MEEG,Mechanical Engineering,30103,Mechanics Of Materials,No
MEEG,Mechanical Engineering,44503,Industrial Waste & Engr Mgmt,No
MEEG,Mechanical Engineering,21031,Cad,No
MEEG,Mechanical Engineering,20003,Statics,No
MEEG,Mechanical Engineering,23003,Introduction To Materials,No
MEEG,Mechanical Engineering,301H3,Hon Mechanics Of Materials,No
MEEG,Mechanical Engineering,59603,Adv Fract Mech & Struct Int,No
MEEG,Mechanical Engineering,55303,Fund Of Aerodynamics,No
MEEG,Mechanical Engineering,54003,Advanced Thermodynamics,No
MEEG,Mechanical Engineering,45403,Aerospace Systems Engineering And Safety,No
MEEG,Mechanical Engineering,41403,Design For Safety,No
MEEG,Mechanical Engineering,4910V,Special Topics,No
MEEG,Mechanical Engineering,7000V,Doctoral Dissertation,No
MEEG,Mechanical Engineering,68000,Graduate Seminar,No
MEEG,Mechanical Engineering,51603,Advanced Product Design,No
MEEG,Mechanical Engineering,52603,Introduction To Micro Electro Mechanical Systems,No
MEEG,Mechanical Engineering,58703,Indoor Environmental Ctrl,No
MEEG,Mechanical Engineering,410H3,Hnrs Machine Element Design,No
MEEG,Mechanical Engineering,4920V,Individual Study,No
MEEG,Mechanical Engineering,56303,Additive Manufacturing,No
MEEG,Mechanical Engineering,6000V,Master'S Thesis,No
MEEG,Mechanical Engineering,490H3,Hnrs Mechanical Engr Research,No
MEEG,Mechanical Engineering,5910V,Special Topics,No
MEEG,Mechanical Engineering,42503,Introduction To Robotics,No
MEEG,Mechanical Engineering,55403,Aerospace Systems Engineering And Safety,No
MEEG,Mechanical Engineering,492HV,Honors Individual Study,No
MEEG,Mechanical Engineering,5920V,Individual Study In Mechanical Engineering,No
MEEG,Mechanical Engineering,53503,Lithium-Ion Batteries,No
MEEG,Mechanical Engineering,5910V,Special Topics In Mechanical Engineering,No
MEEG,Mechanical Engineering,5920V,Individual Study,No
MEEG,Mechanical Engineering,58503,Industrial Waste & Engr Mgmt,No
MEEG,Mechanical Engineering,32203,Introduction To Mechatronics,No
MEEG,Mechanical Engineering,4920V,Individual Study In Mechanical Engineering,No
MEEG,Mechanical Engineering,492HV,Honors Individual Study In Mechanical Engineering,No
MEST,Middle Eastern Studies,41003,Special Topics In Middle East Studies,No
MEST,Middle Eastern Studies,20103,Intro Middle East Studies,No
MGMT,Management,46303,"Faith, Spirituality/Workplace",No
MGMT,Management,35303,Alternative Dispute Resolution,No
MGMT,Management,42403,Ethics & Corp Responsiblity,No
MGMT,Management,42503,Leadership,No
MGMT,Management,49403,Talent Acquisition And Mgmt,No
MGMT,Management,49503,Organiz Reward/Compensat,No
